Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
5900,2,2,1,34,0,321,5658,0,203,5816,2,240,5686,0,201,5498,0,201,5593,0,204,5453,0
4700,2,2,1,51,0,246,4740,0,179,4785,0,106,4089,0,55,3022,0,53,1901,0,60,1790,0
7900,1,1,2,32,-1,138,264,-1,112,137,-1,2171,111,-1,280,2171,0,160,2413,0,240,2534,0
8100,2,1,2,30,-2,0,-32,-2,32,-32,-2,0,-32,-2,0,-32,-2,2820,-32,-1,68,2788,1
4000,2,1,2,29,0,200,3411,0,201,2611,0,1744,1323,-1,68,1744,0,60,1631,0,60,1518,0
9200,2,5,1,27,0,280,4937,0,240,5115,0,240,5193,0,400,5331,0,1200,5593,0,122,2626,0
6500,2,1,1,47,0,159,4352,0,232,4439,0,177,4599,0,154,4637,0,165,4305,0,184,4400,0
16700,2,1,1,31,0,68,1819,0,56,1849,0,32,1249,0,34,911,0,0,904,0,324,887,0
3200,1,3,1,40,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,248,0,-1,40,280,0
1900,2,1,2,30,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
4500,1,2,2,39,0,160,3837,0,160,3933,0,140,4030,0,100,4100,0,92,3205,0,82,2776,0
18400,2,1,1,55,-1,380,305,-1,741,379,-1,3235,740,-1,1815,3235,-1,2272,1815,-1,702,2272,0
18000,1,1,1,54,-1,0,29,-1,17,0,-1,0,17,-1,0,0,-2,0,0,-2,246,0,0
11200,2,1,2,29,-1,7,1200,-1,48,7,-1,12,48,-1,18,12,-1,34,18,-1,304,34,1
2100,1,2,2,32,0,56,962,0,47,699,0,80,732,0,48,805,0,0,529,2,24,499,0
4300,1,1,2,27,0,140,2046,0,140,2152,0,140,2256,0,120,2334,0,120,2410,0,120,2489,0
12400,2,2,1,23,0,264,7671,0,333,7418,0,281,7530,0,241,7495,0,240,7369,0,242,7342,0
300,2,3,1,43,-1,0,74,2,7,66,-1,81,7,-1,9,81,2,0,83,2,11,76,1
6300,2,1,2,30,0,228,6283,0,297,6230,0,170,6122,0,240,4913,0,200,4992,2,160,4670,1
8100,2,2,2,28,-2,236,16,-1,16,236,-1,16,16,-2,16,16,-2,16,16,-2,47,16,0
2000,1,2,1,46,0,120,1549,0,80,1136,0,60,1153,0,44,1182,0,44,1164,0,48,1189,0
14300,1,1,1,39,-2,0,120,-2,27,0,-2,0,27,-2,27,0,-2,286,27,-2,6,286,0
12300,2,2,1,27,0,205,7288,0,150,6502,0,156,5636,0,88,4475,0,124,3150,0,121,3155,0
9700,1,3,2,26,0,154,893,0,59,554,-1,424,57,-1,72,424,-2,61,72,-2,48,60,0
8000,2,2,2,29,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,10,0,1
2000,2,3,2,35,0,120,2407,0,120,1920,0,200,2008,0,120,2018,0,40,1963,0,28,1366,0
10500,2,2,1,44,-2,100,28,-2,0,100,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
12100,1,1,1,33,0,120,2647,0,140,2724,0,1202,2812,0,2000,3969,0,208,5688,0,200,5801,0
10700,2,1,2,36,0,72,668,0,60,716,0,64,765,0,33,814,0,40,825,0,40,649,0
6500,1,2,2,28,-1,0,140,2,27,130,-1,0,27,-1,0,0,-2,27,0,-1,0,27,0
7300,2,1,2,39,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
9700,1,2,1,36,0,342,9028,0,370,9156,0,343,9308,0,172,7493,0,205,5196,0,170,4947,0
13500,1,1,1,49,-2,26,68,-2,14,26,-2,12,14,-2,18,12,-2,12,18,-2,15,12,1
6000,1,1,2,30,-2,41,40,-2,302,41,-2,48,302,-2,0,48,-2,0,0,-2,28,0,0
10500,2,1,2,34,0,54,273,0,161,322,0,8,469,0,325,408,0,0,725,0,8,0,0
3100,2,1,2,25,-1,61,40,-1,60,61,-1,165,46,-1,0,165,0,56,150,-1,65,56,0
3100,2,2,1,47,0,200,3105,0,200,3228,0,200,1937,0,120,2096,0,80,934,0,120,984,0
2700,2,2,2,34,0,64,573,0,60,615,0,40,653,0,80,682,0,0,751,2,40,733,0
5700,1,2,2,36,1,340,3766,2,0,4009,2,152,3909,0,168,3960,0,170,4058,0,164,4154,0
14300,2,2,2,27,0,362,10599,0,354,10283,0,400,10136,0,400,10382,0,3201,10606,0,600,13637,0
7100,2,2,2,31,-1,14,5,-1,12,14,-2,33,12,-2,19,33,-2,635,19,-2,14,635,0
15300,1,1,2,32,-1,996,13,-1,113,996,-1,471,113,-1,936,471,-1,422,936,-1,1732,422,0
2000,2,2,1,30,2,69,1759,0,154,1799,0,0,1924,2,68,1880,0,149,1918,0,80,2036,0
1900,1,3,1,56,0,71,1490,0,79,1535,0,52,1584,0,68,781,0,0,821,2,28,788,0
20000,2,2,1,53,0,702,23520,0,1460,11102,0,800,11553,0,1440,11272,0,800,10948,0,3201,10782,0
8500,2,1,1,52,-1,262,60,-1,472,262,-1,233,470,-1,161,232,-1,0,159,-1,0,0,0
4100,2,1,2,30,-1,28,22,-1,28,28,-1,28,28,-1,34,28,-1,28,34,-1,74,28,1
9100,2,1,2,41,-2,21,4,-2,5,21,-2,4,5,-2,33,4,-2,101,33,-2,0,101,0
1600,1,1,2,28,0,80,1558,0,64,1562,0,63,980,0,100,606,0,60,629,0,1320,389,0
7300,2,2,1,35,0,200,860,0,0,1024,0,0,0,-2,1463,0,-1,62,1463,0,40,1494,0
1200,2,3,1,39,-1,0,77,2,70,26,-1,0,70,-1,0,0,-2,0,0,-2,0,0,1
3200,2,1,2,25,0,80,1478,0,72,1522,0,80,1557,0,80,1611,0,80,1664,0,120,1717,0
800,1,2,1,26,0,80,609,0,132,666,0,0,775,2,108,751,2,0,834,3,20,810,0
5100,2,2,1,47,-1,0,79,2,40,40,-1,40,40,-1,40,40,-1,45,40,-1,40,45,0
300,1,2,2,23,-1,0,406,5,0,394,4,0,383,3,120,371,2,40,478,5,0,488,0
5500,2,2,1,49,0,49,46,-1,43,49,-1,54,34,-1,45,54,-1,854,45,-1,54,854,0
2100,1,2,2,49,0,80,798,0,80,774,0,80,794,0,40,812,0,40,718,0,40,690,0
1100,1,2,1,38,0,80,1189,0,80,1217,0,60,1062,0,60,1091,0,60,1118,0,60,1138,0
2400,1,2,1,39,0,85,2171,0,64,1982,0,56,1843,0,56,1597,0,63,1575,0,62,1592,0
4700,2,2,1,23,2,120,700,0,120,760,0,0,832,2,38,731,0,80,725,0,82,656,1
1200,2,2,2,29,0,44,449,0,56,473,0,0,210,0,0,16,0,0,0,-2,0,0,0
7900,1,1,1,38,-2,48,141,-2,79,48,-2,8,78,-2,41,0,-2,94,41,-2,100,94,0
10500,2,2,2,35,-2,0,0,-2,100,0,-2,92,100,-2,17,92,-2,0,17,-2,26,0,0
14300,1,1,2,32,1,0,0,-2,0,0,-2,29,0,-1,0,29,-1,52,0,-1,0,52,0
11100,1,1,2,31,1,40,7660,2,304,7517,2,238,6769,0,240,6123,0,208,5340,0,205,5215,0
800,1,1,2,49,0,57,713,0,47,745,0,40,759,0,5,307,0,4,228,0,75,196,0
2500,2,2,2,28,1,67,0,-1,33,67,-1,0,33,2,31,33,-1,16,31,-1,0,16,1
900,1,2,2,23,1,12,683,2,52,672,2,52,702,0,61,730,0,0,779,2,74,760,1
16300,1,3,2,37,-1,9,193,-1,91,9,-1,102,90,-1,107,102,-1,252,106,-1,0,251,0
20000,2,1,1,37,-2,55,342,-2,629,27,-2,216,629,-2,1735,216,-2,0,1735,-2,0,0,1
8900,2,1,1,33,0,401,7962,0,280,7286,0,300,5756,0,400,5882,0,400,6095,0,280,6385,0
20000,2,3,2,35,1,677,18355,-2,1504,673,-1,1272,1504,0,1225,2514,0,854,3208,0,427,820,0
8400,1,1,2,30,2,15,47,-1,62,15,-1,0,62,0,31,31,-1,54,31,-1,812,54,0
3200,2,2,2,26,0,140,2895,0,94,2945,0,81,2149,0,32,1280,0,8,802,0,7,8,0
11700,2,1,2,28,0,56,415,0,60,227,0,103,285,0,82,322,0,81,161,0,0,242,0
12100,1,1,1,37,-1,0,78,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
700,1,3,1,43,0,40,1056,0,40,1096,0,40,1136,0,24,1176,0,0,1200,0,0,0,0
2100,2,2,2,32,2,72,1125,0,136,1178,0,0,1283,2,76,1250,2,80,1305,2,0,1359,1
6400,1,2,2,30,0,23,287,0,0,23,-2,39,0,-2,0,39,-2,0,0,-2,0,0,0
19300,2,2,1,45,-1,53,40,-1,0,53,-1,0,0,-2,177,0,-1,0,177,0,0,79,0
15900,2,2,1,42,0,428,5264,0,0,5562,2,122,5073,0,120,4177,0,128,4200,0,112,3762,0
15700,1,1,1,43,2,0,7408,2,240,7218,0,140,5255,0,200,5275,0,180,4607,0,120,3005,1
2700,1,2,1,28,0,65,750,0,56,791,0,115,822,0,40,923,0,35,947,0,41,967,0
2000,2,2,2,24,-1,0,24,-1,0,0,-2,2056,0,-1,453,2056,-1,40,453,0,40,486,0
4800,2,1,2,29,2,17,17,-1,17,17,-1,17,17,-1,0,17,-1,33,0,-1,17,33,1
7900,2,2,1,36,0,200,1102,0,41,695,0,0,396,0,360,0,-1,29,360,-1,400,29,0
8400,2,1,1,32,1,0,-12,-2,62,-29,-1,45,17,-1,0,45,2,17,23,-1,17,17,0
2100,1,2,2,26,-1,0,47,2,0,31,2,0,0,-2,0,0,-2,0,0,-2,0,0,1
7300,2,1,2,30,-1,720,418,-1,234,720,-1,459,193,-1,1985,402,-1,239,1971,-1,285,239,0
10300,1,1,1,49,-2,301,16,-2,22,301,-2,43,22,-2,71,43,-2,0,71,-2,0,0,0
7900,2,1,1,32,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
8900,2,1,2,28,-2,0,0,-2,4,0,-1,92,4,-1,123,88,-1,29,63,-2,9,-39,0
4500,2,2,1,30,0,400,1094,0,0,694,0,0,0,-2,126,0,-1,0,126,2,1200,120,0
2000,2,3,1,47,0,44,225,0,40,265,0,40,237,0,60,277,0,86,278,0,0,190,0
6300,2,3,1,54,1,0,0,-2,145,0,-1,0,145,2,0,109,2,0,0,-2,0,0,0
2100,1,2,2,25,0,56,441,0,28,444,-1,47,28,-1,1361,47,-1,40,965,0,41,961,0
8300,2,1,2,35,-1,162,203,-1,154,162,-1,158,154,-1,94,158,-1,71,94,-1,0,71,0
2100,1,2,1,39,3,140,1350,2,0,1456,3,64,1421,2,0,1450,2,116,1415,2,0,1501,1
19900,1,2,1,44,1,180,-39,-1,0,141,2,0,77,2,280,77,0,1,357,0,21,269,1
11300,1,2,1,42,0,313,6399,0,181,6568,0,170,4904,0,172,4761,0,168,4550,0,160,4601,0
14300,2,1,1,29,-1,541,147,-1,0,400,2,169,129,-1,245,169,-1,350,245,-1,253,350,0
5500,2,2,2,25,1,0,1133,2,1,1099,2,3680,-45,-1,152,3622,0,144,3701,0,104,3355,0
1200,2,2,2,23,0,45,146,0,41,176,0,5,212,0,60,174,0,80,124,0,1,202,0
6300,2,1,2,26,0,112,3042,0,120,2576,0,51,2101,0,36,1578,0,20,1060,0,11,532,0
3900,2,1,2,23,1,0,2960,2,136,2889,0,136,2954,0,120,3017,0,140,3063,0,128,3148,1
8400,2,2,2,26,0,400,7100,0,400,7198,0,400,6845,0,400,6648,0,400,5762,0,400,5293,0
24000,1,3,1,39,0,549,18384,0,530,14894,0,514,14125,0,448,13508,0,401,11902,0,400,10246,0
900,1,2,2,32,1,0,580,2,80,559,0,80,630,0,40,687,0,40,703,0,40,732,0
8100,2,1,1,46,-1,0,26,-1,83,0,-1,143,83,-1,0,143,-1,69,0,-1,43,69,1
800,2,1,2,23,0,51,619,0,52,660,0,25,700,0,28,714,0,40,731,0,64,759,0
1200,1,2,2,24,0,60,197,0,80,152,0,80,156,0,16,88,0,0,88,0,20,57,1
1900,2,2,1,26,0,400,1022,0,80,1355,0,60,1338,0,120,1308,0,60,1348,2,0,1321,0
10900,2,1,2,32,0,240,2744,0,81,2350,0,200,2136,0,200,2056,0,200,1447,0,120,1168,0
17900,2,1,1,35,-2,50,290,-2,0,50,-2,65,0,-2,0,65,-2,166,0,-2,444,166,0
1900,1,2,1,57,0,109,1022,0,30,918,2,20,721,0,253,553,0,130,599,0,91,529,1
12100,2,2,1,28,0,55,1225,0,40,585,0,1694,389,-1,0,1158,0,0,1064,0,7,727,0
13300,2,2,1,58,1,61,0,-1,60,61,-1,0,60,-2,159,0,-1,347,159,-1,15,347,0
2700,1,1,2,34,0,129,2554,0,67,2618,0,120,2607,0,6,2575,0,6,603,0,0,0,0
10800,2,2,2,29,0,240,1555,0,80,1544,0,48,1114,0,13,871,0,80,657,0,330,220,0
12000,2,3,1,37,0,160,1507,0,58,1630,2,0,1649,2,127,1611,2,0,1712,2,138,1678,0
800,1,2,2,43,1,0,261,2,60,251,0,40,307,0,40,336,0,40,364,0,40,392,1
2100,2,2,1,33,-2,13,0,-2,0,13,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
7500,2,1,2,47,-1,121,13,-1,24,121,-1,66,24,-1,12,66,-1,1580,12,-1,28,1580,0
800,2,1,2,33,-2,11,11,-2,89,11,-2,54,89,-2,54,54,-2,180,54,-2,54,180,0
1900,1,2,2,26,0,72,1923,0,74,1934,0,88,1960,0,80,1998,0,72,2019,0,82,2028,0
18900,1,3,1,39,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,32,0,0
1900,2,3,1,54,0,81,1928,0,66,1961,0,0,1523,0,416,0,-1,0,416,-1,0,0,0
9300,2,2,2,30,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
8500,1,2,1,48,-2,73,0,-2,31,73,-2,0,31,-2,0,0,-2,0,0,-2,0,0,0
11600,2,2,1,48,0,404,10912,0,405,10451,0,284,9870,0,1209,8970,0,1609,9330,0,1608,9044,0
800,1,3,2,23,-2,0,829,-2,17,799,-1,814,17,-1,0,831,2,109,814,2,288,750,1
20800,1,1,2,32,0,201,383,0,200,328,0,520,274,0,401,527,0,400,682,0,201,701,0
15300,2,1,1,31,0,530,14917,0,382,14163,0,244,13094,0,121,9901,0,136,5135,0,243,5153,0
900,1,5,2,28,5,0,867,4,0,842,3,0,818,2,36,788,2,0,805,2,0,794,0
23900,1,1,1,53,2,680,18346,2,0,18686,2,720,18354,0,640,18788,0,640,17885,0,840,17639,1
6900,1,1,1,40,-1,0,422,-1,395,0,-1,0,395,0,0,390,0,9,3,-1,948,9,1
9600,1,2,2,30,0,400,6045,0,400,6217,0,12,6197,0,40,5947,0,391,964,-1,721,391,0
3100,2,1,2,28,1,0,195,2,40,139,0,20,170,0,40,162,0,0,142,2,40,9,0
900,2,1,1,22,0,52,474,0,58,450,0,20,499,0,20,421,0,320,372,0,40,684,0
10500,2,1,1,38,0,123,680,0,1320,518,-1,80,1256,0,261,1050,-1,0,261,-1,213,0,0
8100,1,1,2,31,0,200,3131,0,0,421,0,0,0,-2,0,0,-2,0,0,-2,114,0,0
5300,2,2,2,25,2,240,5221,0,208,5086,0,200,5051,0,140,5133,0,145,3857,0,157,3926,1
6500,1,2,2,28,-2,67,86,-2,109,67,-2,93,103,-2,92,93,-2,138,91,-2,105,138,0
17600,1,1,2,50,2,600,16984,0,586,16726,0,580,16433,0,604,16146,0,2040,16490,0,1080,18251,1
5600,2,2,2,32,-1,0,34,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
12700,2,1,2,29,-2,468,176,-2,45,467,-2,78,45,-2,535,78,-2,0,532,-2,0,0,0
5600,2,3,2,31,0,580,7101,0,0,6819,2,200,5969,0,320,5293,0,400,4899,0,379,2180,0
9600,2,2,1,30,-1,340,164,-1,220,284,-1,220,220,-1,220,220,-1,219,220,-1,220,219,0
13300,2,2,1,41,1,894,-2,-1,236,892,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0
700,2,2,2,22,3,0,13,2,0,13,2,0,13,2,0,13,2,0,13,2,0,13,1
700,1,1,2,32,1,0,647,3,0,626,2,77,561,0,0,534,0,0,0,-2,0,0,1
900,1,2,1,34,0,59,806,0,48,763,0,16,791,0,8,787,0,222,299,-1,0,92,1
20100,2,1,1,35,-2,520,520,-2,520,520,-2,520,520,-2,520,520,-2,520,520,-2,520,520,0
8700,2,1,2,30,1,0,1160,2,14,937,-1,20,14,-1,0,8,0,520,8,-1,0,516,0
2300,1,2,1,31,0,120,2345,0,1256,2382,0,120,2344,0,80,2377,0,80,1539,0,80,1581,0
3500,2,2,1,32,0,160,3056,0,320,3167,0,214,3396,2,148,3517,2,125,3602,2,0,3661,0
2800,1,2,1,39,0,102,2726,0,104,2782,0,85,2839,0,69,2596,0,70,1942,0,86,1941,0
4500,1,2,1,42,0,168,4329,0,172,4301,0,66,4339,0,47,2927,0,2424,2042,-1,200,2423,1
700,1,2,2,24,0,114,568,0,0,660,2,94,637,2,0,721,2,40,697,0,36,720,1
2000,2,2,2,24,1,35,0,-1,24,35,-1,148,24,-1,80,148,-1,292,80,-1,685,292,0
5500,2,3,2,45,0,200,5633,0,180,5275,0,200,4940,0,200,5058,0,420,5174,0,200,5502,0
11500,1,1,1,58,0,401,8880,0,340,9077,0,601,16628,0,400,9309,0,320,8818,0,305,8991,0
2000,1,3,2,39,0,71,1894,0,52,1798,0,33,1613,0,34,783,0,34,783,0,27,781,0
3900,2,1,2,30,2,120,181,0,120,291,0,400,399,0,40,788,0,80,815,0,160,882,1
700,1,2,1,24,0,62,578,0,106,618,0,57,702,0,24,693,0,20,685,0,40,694,0
800,2,2,1,44,1,0,177,2,0,109,2,90,-8,-1,0,75,0,16,16,-1,69,16,1
8100,2,2,1,48,-1,66,33,-1,0,66,2,33,33,-1,33,33,-1,33,33,-1,33,33,0
14100,2,1,1,41,0,120,616,0,240,713,0,240,940,0,321,1161,0,320,1449,0,320,1527,0
4800,2,2,2,22,3,0,50,2,0,50,2,0,50,5,0,50,5,0,50,4,0,26,0
3300,1,3,2,40,0,277,448,0,18,703,2,138,696,0,142,808,0,142,932,0,146,1056,0
9100,2,2,2,38,0,200,2910,0,161,2930,0,200,2653,0,200,2651,0,211,2496,0,120,2460,0
3200,2,2,1,33,2,80,880,2,0,934,2,56,907,0,84,948,0,48,1016,2,0,1042,1
2800,2,2,1,29,0,52,337,0,48,384,0,60,425,0,40,479,0,80,487,0,40,558,0
10400,2,1,2,38,-1,58,310,-1,31,58,-1,32,31,-1,34,32,-1,493,34,-1,303,493,0
11900,2,2,2,42,-2,80,-36,-2,43,44,-1,60,37,0,40,91,0,80,124,0,40,202,0
14300,1,1,1,40,0,854,3063,0,3,3416,2,335,692,-1,106,333,-1,242,106,-1,133,240,0
800,2,1,2,29,0,44,564,0,40,354,0,0,266,0,48,118,-1,17,47,-1,33,17,0
9700,2,1,2,31,-1,44,70,-1,257,43,-1,40,140,-1,40,40,-1,40,40,-1,8,40,0
700,1,2,2,29,0,63,603,0,64,655,0,52,697,0,33,725,0,40,745,0,31,767,1
11300,1,1,2,30,2,280,11140,0,0,11194,0,7594,0,-1,241,7594,0,243,7733,0,212,7710,1
4500,1,2,2,24,0,124,2974,0,127,2814,0,130,2872,0,108,2930,0,110,2966,0,133,3028,0
7900,2,2,1,26,0,72,1889,0,64,1808,0,80,1438,0,100,1364,0,60,1395,0,60,1385,0
8400,2,1,2,33,0,360,7300,0,320,7512,0,200,7609,0,200,5097,0,200,5189,0,200,5258,0
6000,1,2,1,41,0,280,5668,0,280,5793,0,240,5509,0,280,5602,0,201,5782,0,360,5349,0
3300,2,2,2,27,2,120,693,0,192,770,0,0,937,2,33,911,0,33,930,0,80,949,1
1900,2,1,2,26,0,100,2027,0,160,1891,0,0,1800,2,48,1471,0,50,1218,0,52,1185,0
1300,1,5,2,25,-2,36,108,-1,0,36,-1,1200,-63,-1,42,1137,0,95,1161,0,0,1236,0
700,2,2,1,42,2,36,726,3,64,739,2,32,779,2,38,786,2,40,799,2,32,820,1
2400,2,1,2,25,0,56,640,0,60,674,0,20,720,0,28,722,0,20,503,0,40,510,0
1300,2,3,2,22,0,61,1327,0,61,1307,0,70,1289,0,48,1279,0,43,1238,0,48,1198,0
900,2,1,2,24,0,63,767,0,68,757,0,63,734,0,40,733,0,40,750,0,40,773,0
2500,2,1,2,23,0,220,2377,0,6,2534,2,60,2447,0,48,1162,0,60,1163,0,60,1092,0
2900,1,1,2,33,0,0,1818,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
1900,1,2,2,25,0,80,1407,0,200,1210,0,0,505,0,0,0,-2,0,0,-2,0,0,0
6500,1,2,2,34,2,0,2953,2,220,2894,2,0,3077,2,300,3015,2,0,3278,2,80,3208,1
8400,2,1,1,36,0,45,320,0,96,233,0,8,316,0,8,204,0,0,83,0,0,0,0
6100,1,1,2,35,0,200,2514,0,120,2022,0,100,2110,0,120,2150,0,120,2211,0,195,2290,0
3100,2,1,1,39,-1,0,53,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8400,2,1,2,26,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
700,1,2,2,22,1,0,698,4,0,676,3,0,654,2,60,631,0,80,681,0,80,749,1
8400,2,2,2,29,0,82,563,0,103,521,-1,1445,103,-1,44,1445,0,119,1451,0,57,228,0
8300,2,1,1,36,0,140,2970,0,132,3024,0,120,3042,0,120,3051,0,120,3079,0,120,3109,0
3700,2,2,2,36,2,248,3571,2,0,3650,2,1000,2742,2,0,2693,2,89,1583,2,0,1144,0
19900,1,1,1,40,0,1025,23237,0,876,23912,0,834,23897,0,784,22761,0,1040,22068,0,800,22746,0
4400,2,2,1,39,0,71,2096,0,132,1670,0,44,1754,0,45,1594,0,51,1312,0,27,1327,0
6700,2,3,1,40,0,147,2951,0,137,2953,0,53,2121,0,3731,1163,0,128,3751,0,127,3709,0
800,2,1,2,20,0,120,499,0,0,598,2,104,577,2,0,659,2,60,636,2,0,686,0
17100,1,3,2,49,1,256,-1,-1,354,256,-1,398,353,-1,571,396,-1,383,570,-1,1041,382,0
5500,2,3,1,31,1,563,972,1,746,1888,7,603,1134,2,3,6,7,563,966,-1,3774,4386,1
1200,1,1,2,39,2,160,2788,0,200,2876,0,320,2505,0,58,2296,0,1600,1849,0,400,2930,0
700,1,3,1,40,0,40,792,0,16,796,-1,16,16,-1,0,16,-1,31,0,-1,0,31,1
4500,2,2,2,41,0,200,3846,0,200,3870,0,120,3955,0,120,3940,0,120,1370,0,120,1435,0
6000,1,1,2,42,0,49,551,0,50,577,0,28,617,0,33,604,0,0,621,0,0,0,0
8900,1,1,1,51,-1,26,45,-1,63,26,-1,44,63,-1,133,44,-1,85,133,-1,216,85,0
1100,1,2,1,38,1,0,893,3,0,868,2,36,842,0,32,853,0,40,865,0,72,890,0
7100,2,1,2,30,-1,113,126,-1,0,234,2,0,113,2,113,0,-1,0,113,-1,7,0,0
2500,2,2,2,31,2,80,2340,0,76,2197,0,63,3427,0,40,1659,0,28,776,0,27,756,1
900,1,2,1,33,0,198,1426,0,56,806,0,0,803,0,0,787,0,0,787,0,0,0,0
1200,2,2,2,31,1,0,1090,2,71,1061,0,104,1114,0,88,1187,2,0,1250,3,0,1219,1
300,1,1,1,40,4,0,270,3,0,260,2,80,250,2,0,319,2,14,308,0,13,311,0
5600,2,1,1,35,0,80,914,0,80,978,0,80,1050,0,40,1109,0,60,1122,0,80,1173,0
2400,1,2,1,47,0,60,1173,0,80,1213,0,92,1273,0,204,1344,0,0,1525,2,80,1495,1
9900,2,1,1,40,0,241,7856,0,600,7295,0,400,7642,0,449,7976,0,213,8280,0,127,6704,0
4200,2,1,4,46,-1,17,18,3,1110,3391,4,936,1329,9,784,3401,4,1015,1126,1,325,513,0
20000,2,1,1,53,-1,118,250,-1,418,117,-1,1201,416,-1,1,1201,0,1,321,0,91,105,1
6800,2,2,1,53,-1,110,121,-1,184,110,-1,152,184,-1,351,152,-1,174,349,-1,485,174,0
1200,1,3,1,54,2,0,1261,3,0,1230,2,0,1180,0,0,1164,0,24,1164,0,0,1188,0
9500,1,2,2,102,3,2423,3074,6,2037,4861,4,65,177,2,1131,3267,5,2705,8335,7,3998,7278,1
20100,1,1,1,42,-1,24,26,-1,60,24,-1,73,60,-1,70,73,-1,0,70,-1,59,0,0
2800,2,3,1,38,0,71,1947,0,293,1985,0,68,2127,0,48,1998,0,56,1301,0,0,1109,0
7100,2,1,2,31,-1,136,40,-1,12,123,-1,0,12,-1,0,0,-2,0,0,-2,0,0,0
800,2,2,2,26,0,80,666,0,80,512,0,280,566,0,0,799,0,0,799,0,0,0,0
12800,2,1,2,29,0,300,326,0,300,313,-1,300,300,-1,300,300,-1,300,300,-1,1702,300,0
2000,2,2,2,25,0,82,1992,0,111,2015,0,68,1537,0,40,753,0,40,732,0,40,761,0
1900,1,3,1,39,2,108,807,2,4,631,2,0,542,2,0,0,-2,0,0,-2,0,0,1
5700,1,1,1,39,0,172,4922,0,237,5025,0,177,5188,0,183,5229,0,191,5339,0,191,5451,0
15900,2,3,1,42,-1,405,1768,-1,677,405,-1,524,677,-1,1142,524,-1,474,1142,-1,159,474,0
5100,2,2,1,27,0,166,4612,0,167,4540,0,201,4466,0,129,4105,0,164,3869,0,160,3953,0
5700,2,2,1,36,-1,12,17,-1,362,12,-1,0,357,2,363,23,-1,0,363,2,26,253,1
25600,2,1,2,30,0,160,4669,0,160,3116,0,80,2410,0,288,1622,0,213,1057,0,141,201,0
8400,2,1,2,30,-1,150,458,-1,301,150,-1,200,301,0,200,409,0,6,469,0,1110,325,0
6700,2,2,1,50,0,305,6805,0,248,6758,0,400,6426,0,204,6546,0,220,5256,0,200,5216,1
14300,2,3,1,39,-1,7,199,-1,80,7,-1,45,80,-1,0,45,-1,0,0,-2,0,0,0
2100,2,2,1,30,0,98,1825,0,84,1767,0,40,1170,0,40,568,0,40,599,0,40,628,1
21500,2,2,1,50,0,124,2665,0,123,2667,0,124,2661,0,93,2686,0,112,2675,0,140,2707,0
9900,2,2,2,37,0,299,9668,0,320,8238,0,307,8421,0,319,8588,0,534,8769,0,120,9156,0
3200,1,2,1,35,-1,1244,364,-1,800,1244,0,200,1386,0,400,1063,0,400,803,0,0,1021,0
800,2,3,2,24,2,0,776,2,41,752,0,10,763,0,0,480,0,0,0,-2,0,0,1
15900,2,2,1,28,0,200,6449,0,718,5579,-1,514,718,-1,909,413,-1,460,909,-1,428,460,0
9500,1,1,2,31,-1,2330,271,-1,819,2318,-1,281,815,-1,627,280,-1,1781,624,-1,806,1776,0
3900,1,1,2,31,1,108,820,2,0,902,2,80,876,0,60,941,0,60,985,2,0,1024,0
8300,1,2,2,35,-1,336,220,-1,572,336,-1,240,572,0,0,716,0,958,341,-1,40,958,0
6700,2,1,2,34,-1,34,36,-1,150,34,-1,60,150,-1,78,59,-1,0,78,0,425,24,0
12100,1,1,2,31,-2,103,76,-2,184,103,-2,143,183,-2,87,143,-2,26,87,-2,0,26,1
15300,2,1,2,35,0,320,3594,0,320,3556,0,280,2528,0,240,1796,0,420,1771,0,340,1272,0
5400,2,5,2,39,12,838,3823,8,2081,3137,0,1085,3134,4,3258,4413,10,344,1074,6,350,3652,0
